age,male,married,ln_wage,rural_hk,familysize,old_ratio,child_ratio,ln_property,ln_transfer,edu_my,ifsocial,social_rate_h,ln_pce,ln_indinc_cr,year2,citycode2
46,1,1,8.0063677,1,2,0,0,0,0,1,0,0,9.395325046,9.910959567,3,49
48,0,1,6.9077554,1,3,0,0,4.3944492,0,2,0,0,9.247636157,9.441716582,1,49
48,1,1,7.9373746,0,1,0,0,4.7678556,0,3,1,0.096774191,11.08919455,11.42300076,3,49
43,0,1,6.0322866,1,4,0,0.5,0,0,2,0,0,10.11536791,8.732344893,1,49
47,0,1,6.9077554,1,4,0,0.25,0,0,2,0,0,10.40402039,9.210340372,5,49
30,1,1,7.6417246,0,5,0,0.2,0,0,2,1,0.12587413,9.865785685,9.751501196,1,49
32,1,1,7.6009026,0,2,0,0,0,0,2,1,0.090909094,10.30628243,10.1266311,3,49
34,1,1,7.6009026,1,2,0,0,0,0,2,1,0.090909094,10.25625487,9.903487553,5,49
33,0,1,7.495542,0,3,0,0.33333334,0,0,2,0,0,10.62619354,9.903487553,5,49
31,1,1,7.6417246,1,3,0,0.33333334,0,0,3,1,0.087591246,10.87388761,9.632334782,1,49
31,0,1,7.0619059,0,4,0,0.25,0,0,3,0,0.17548227,10.02349034,8.724207361,1,49
55,1,1,5.7578497,1,3,0,0,0,1.6422278,2,0,0,9.395989719,10.00919801,1,49
57,1,1,7.6009026,1,3,0,0,0,1.6422278,2,0,0,8.854236693,8.330863613,3,49
52,0,1,6.2146082,1,3,0,0,0,1.1260113,1,0,0,10.18233068,8.754896868,1,49
40,1,1,7.130899,0,3,0,0.33333334,0,0.81093019,4,0,0,8.834919385,8.452832468,1,49
26,0,1,7.6009026,1,3,0,0,0,0,4,1,0.090909094,10.42525312,10.1911696,3,49
26,1,1,8.1605186,0,3,0,0.33333334,0,0,4,1,0.078947365,11.08121905,10.41431314,3,49
28,1,1,7.418581,1,3,0,0.33333334,0,7.4191809,2,1,0.090539582,9.304741047,10.07435484,1,49
48,1,1,7.8240461,1,2,0,0,0,0,2,0,0,9.634038248,9.903487553,1,49
49,1,1,7.3132205,1,3,0,0,0,0.7731899,2,0,0,8.71604405,8.820453318,1,49
31,1,0,8.7483053,1,1,0,0,0,0,4,1,0.10967251,10.52298819,11.40756495,5,49
52,1,1,6.7254338,1,5,0,0.2,0,0.34830669,2,0,0,8.815815204,9.965598129,1,49
31,1,1,8.0063677,1,3,0,0.33333334,0,0,2,1,0.0625,11.0293907,10.05763826,3,49
59,1,1,5.9914646,1,3,0,0,0,0.81093019,1,0,0,9.34836167,9.240384493,1,49
27,0,1,7.6009026,1,3,0,0.33333334,0,0,3,0,0,11.8976435,10.1911696,5,49
37,1,1,8.1117277,1,3,0,0.33333334,0,0.81093019,2,1,0.10714286,9.669030241,9.560057859,1,49
39,1,1,7.6009026,1,3,0,0.33333334,0,0,2,0,0,9.888373915,8.814825619,3,49
52,1,1,7.755053,0,3,0,0,0,6.8783264,4,0,0,9.574983486,10.38220312,1,49
59,1,1,7.8885846,0,2,0,0,0,0,2,1,0.26062846,9.757305042,9.819562318,1,49
28,1,1,8.0063677,1,4,0,0.25,0,0,2,0,0,11.08380271,9.160362002,3,49
44,1,1,8.1605186,0,4,0,0.25,0,4.1896548,1,0,0,11.0550085,9.628721705,3,49
30,1,1,7.8240461,1,5,0,0.2,0,0,2,0,0,10.56977728,9.351839934,1,50
39,1,1,8.1605186,1,4,0.25,0.25,0,6.3618779,2,0,0,11.97281563,9.452109387,3,50
36,1,1,6.820744,1,4,0,0.5,0,2.7621174,3,0,0,10.11876021,8.443439003,1,50
50,1,1,8.9871969,1,2,0,0,0,6.0346837,1,0,0,9.714141381,10.1266311,5,50
51,1,1,8.5171928,1,4,0,0,0,6.7266331,1,0,0,10.92052819,8.965079015,3,50
53,1,1,8.5171928,1,3,0,0,0,0,1,0,0,10.48178489,9.878169745,5,50
57,1,1,8.2940493,1,2,0,0,0,2.6026897,1,1,0.1107306,10.03232042,10.16873228,3,50
59,1,1,8.2940493,1,2,0,0,0,6.7415037,1,1,0.1107306,10.50397105,10.31144954,5,50
45,1,1,8.2940493,1,3,0,0,0,7.7886262,1,0,0,9.853614302,9.709983747,3,50
47,1,1,8.5171928,1,4,0.25,0,0,0,2,0,0,10.97644009,9.703511061,5,50
46,1,1,8.0063677,1,3,0,0,0,0,2,1,0.079754598,11.95034133,9.593332647,5,50
40,1,1,7.6009026,1,5,0.40000001,0.2,0,5.3439279,2,1,0.13043478,9.517825072,8.478452363,3,51
32,0,1,7.6962128,1,3,0,0.33333334,0,0,1,0,0,10.22846541,9.36449108,3,51
26,1,1,7.8240461,1,3,0,0.33333334,0,0,2,0,0,9.904487053,9.980448594,1,51
55,1,1,6.2146082,1,2,0,0,0,2.7725887,2,0,0,9.45876173,8.565983356,1,51
40,0,1,6.7254338,1,3,0,0,0,3.753418,2,0,0,10.25934216,9.473729726,1,51
43,1,1,8.2940493,1,3,0,0,0,3.753418,1,0,0,10.42049404,9.781319919,3,51
26,1,1,8.0709057,1,3,0,0.33333334,0,0,2,1,0.10714286,8.969541885,9.335503486,3,51
35,0,1,7.6417246,1,3,0,0.33333334,0,0,2,0,0,10.40486872,10.25179427,1,52
28,0,1,7.7406645,0,2,0,0,0,0,3,1,0.10679612,10.3205518,12.01370075,5,52
25,1,0,8.6125031,1,1,0,0,0,0,4,1,0.058768656,10.89858946,11.15625052,3,27
28,1,0,8.2940493,0,1,0,0,0,0,4,1,0.16613145,10.974386,10.81977828,5,52
36,1,1,7.8632669,1,3,0,0.33333334,0,0,2,1,0.14054601,10.30172662,9.903487553,3,52
32,0,1,7.418581,1,3,0,0.33333334,0,0,2,1,0.16107383,10.82057796,10.5815211,1,52
36,0,1,7.8240461,1,3,0,0.33333334,0,0,2,1,0.14054601,11.52238062,10.08580911,5,52
50,1,1,8.9871969,1,2,0,0,4.7678556,6.3704715,3,0,0,11.28280765,11.68140161,3,52
56,0,1,6.2146082,1,2,0,0,3.753418,0,2,0,0,10.10968838,9.962699412,1,52
38,1,1,8.2160883,1,4,0,0.25,0,7.3835754,1,0,0,10.37536443,9.789758787,3,53
44,0,1,7.6009026,1,4,0,0.25,0,4.3307333,2,0,0,11.24334523,9.76995616,5,53
46,0,1,5.7037826,1,3,0,0,0,4.3307333,1,0,0,9.971146201,8.940279923,1,53
26,1,1,7.9373746,1,5,0,0.2,0,5.0709987,3,0,0,10.56720592,9.287301413,3,53
55,1,1,7.6009026,1,2,0,0,0,5.8121386,3,0,0,10.01234196,9.581903928,3,53
43,1,1,7.9373746,1,3,0,0,0,4.3307333,2,0,0,10.58910647,10.53209621,3,53
46,0,1,7.9373746,1,3,0,0,0,4.6944013,1,0,0,10.99892815,9.983530229,5,53
57,0,1,7.6009026,1,2,0,0,0,3.753418,1,0,0,9.618468598,10.39970702,3,53
59,0,1,7.6009026,1,2,0,0,4.6151204,4.2145939,1,0,0,10.3890569,10.31807757,5,53
45,0,1,5.9914646,1,3,0,0,0,2.2335923,2,0,0,10.09946544,9.319194777,3,53
59,1,1,6.9077554,1,2,0,0,0,2.2335923,2,0,0,8.631235907,8.760923376,1,53
41,1,1,6.7254338,1,4,0,0.5,0,2.2335923,1,0,0,10.1673891,7.833996342,1,53
44,1,1,6.9877982,1,3,0,0,0,1.4663371,1,0,0,9.497021944,8.491601808,1,53
52,1,1,7.6009026,1,2,0,0,0,0,2,0,0,9.967400878,9.61580548,5,54
57,1,1,6.7254338,1,2,0,0,0.080042705,1.2527629,2,0,0,8.965973184,8.750762208,1,54
49,1,1,7.418581,1,3,0,0,0,1.446919,2,0,0,9.55279468,10.23171158,1,54
50,1,1,8.0063677,1,4,0,0,0,0,1,0,0,11.43945114,9.008835996,5,54
38,1,1,7.8240461,1,3,0,0.33333334,0,0,2,0,0,10.22557105,9.331672657,1,54
40,1,1,8.6995144,1,3,0,0.33333334,0,0,2,0,0,9.471781133,10.33147492,3,54
43,0,1,7.4383836,1,3,0,0,2.8716795,0.81093019,1,0,0,9.374497958,9.570691859,1,54
53,1,1,8.0063677,1,3,0,0,0,0,3,0,0,10.74935582,9.210340372,5,54
59,1,1,6.5022902,1,2,0,0,0,1.2527629,1,0,0,9.511629448,8.322394113,1,54
45,0,1,6.6846118,0,3,0,0,5.1219778,3.9318256,1,0,0,10.66499407,9.293455309,3,54
47,0,1,6.6846118,0,3,0,0,6.5037889,0,1,0,0,10.57438912,9.721165956,5,54
48,0,1,7.6009026,0,3,0,0,0,0,3,1,0.11504425,10.98664774,9.903654239,5,54
23,1,1,8.1605186,0,4,0,0,0,0,4,1,0.069148935,12.35569882,11.3707857,3,54
41,1,1,7.418581,0,3,0,0.33333334,0,6.2166061,2,0,0,9.156939595,9.593332647,1,54
46,0,1,7.418581,0,3,0,0.33333334,4.6151204,0,1,0,0,9.269552232,9.398202137,1,54
50,0,1,7.6009026,0,4,0,0,0,0,1,0,0,9.928180165,9.841612149,5,54
55,1,1,7.418581,0,2,0,0,5.1984968,0,1,0,0,9.450930837,9.321881747,1,54
39,1,1,7.418581,0,3,0,0.33333334,0,0,2,0,0,9.808077368,8.804875239,1,54
30,1,1,7.8240461,0,5,0,0.40000001,0,5.8121386,2,1,0.096385539,9.723163998,9.237955539,1,54
37,1,1,6.9877982,0,3,0,0.33333334,0,0,3,1,0.14921466,9.789198406,9.581903928,1,54
39,1,1,8.0063677,0,3,0,0,0,0,3,0,0,9.978595025,9.210340372,3,54
41,1,1,7.8632669,0,3,0,0,2.2335923,0,3,1,0.097222224,10.3436761,9.213668129,5,54
26,0,1,8.0063677,0,3,0,0.33333334,0,0,2,1,0.0625,10.88930435,9.721165956,3,54
40,1,1,7.130899,1,3,0,0.33333334,0,0,2,0,0,9.7433188,8.517193191,1,54
26,0,1,7.8632669,1,3,0,0.33333334,0,0,3,1,0.078014188,11.52089363,10.59663473,5,54
39,0,1,7.8240461,1,3,0,0.33333334,0,0,1,1,0.082568809,10.84817136,9.446202696,3,54
51,1,1,8.0063677,1,3,0,0,0,0,1,0,0,9.43827244,9.36449108,5,54
48,1,1,8.3348713,1,2,0,0,0,0,2,0,0,9.749170192,10.48220544,1,54
44,1,1,7.6009026,1,4,0,0.25,0,4.4347773,2,0,0,10.12743078,8.779557456,3,54
52,1,1,8.0063677,1,3,0,0,0,0,2,0,0,10.12181955,9.305650552,3,54
54,1,1,8.0063677,1,4,0,0,0,0,2,0,0,10.00260864,9.210340372,5,54
42,1,1,8.2940493,1,4,0,0.25,0,0,1,0,0,9.861623348,9.751937654,5,54
43,1,1,7.418581,1,4,0,0.25,0,1.7917595,2,0,0,9.877143577,9.653261817,1,54
47,0,1,7.3132205,1,4,0,0.25,0,0,2,0,0,9.651172624,9.433483923,3,54
38,0,1,7.6962128,0,3,0,0.66666669,0,0,4,1,0.093531109,10.64827797,9.61580548,5,50
47,0,1,8.0063677,0,1,0,0,0,0,2,0,0,10.65301507,10.59663473,5,50
27,0,1,8.2940493,0,2,0,0,0,0,4,0,0,10.84536806,9.46109909,5,50
57,1,1,6.7254338,0,2,0,0,0,0,2,0,0,10.13974474,8.853665428,1,50
53,1,1,8.2940493,1,4,0,0,0,0,2,0,0,9.305650552,9.433483923,3,55
28,0,0,7.6009026,1,1,0,0,0,0,1,0,0,9.746833742,10.08580911,5,55
42,1,1,8.5171928,1,4,0,0,0,3.9318256,1,0,0,12.00469059,9.433483923,5,55
47,0,1,7.3132205,1,3,0,0,0,0,1,0,0,9.62377365,10.06120327,3,55
42,1,1,7.418581,1,3,0,0,0,0,1,0,0,9.759617182,8.872533936,1,55
46,1,1,8.2940493,1,4,0,0,0,4.7244334,2,0,0,10.51227438,9.061840364,3,55
58,0,1,5.9914646,1,2,0,0,0,2.2335923,1,0,0,9.46962297,10.02015886,3,55
34,0,1,5.8091431,1,4,0,0.25,0,4.0831714,1,0,0,10.7660399,8.528133131,1,55
40,0,1,7.6009026,0,3,0,0.33333334,0,0,4,1,0.12280702,10.71463997,9.721165956,3,52
42,0,1,7.6009026,0,4,0,0,0,0,4,1,0.12280702,12.40966634,9.61580548,5,52
34,1,1,10.819778,1,5,0,0.40000001,0,0,3,0,0,10.02923876,9.680344001,3,55
36,1,1,10.819778,0,5,0,0.40000001,0,0,3,0,0.13265306,10.7561993,9.425451752,5,55
47,1,1,7.8240461,0,4,0,0.25,0,0,3,0,0,10.73304323,10.14643373,5,55
27,1,1,7.8240461,1,3,0,0.33333334,0,0,4,1,0.080882356,11.33427715,9.61580548,1,55
38,1,1,6.2146082,0,3,0,0.33333334,0,5.7071104,2,0,0.16107383,10.03845541,9.341368634,1,55
42,1,1,7.8240461,0,3,0,0,0,0,2,0,0,10.57796147,9.61580548,5,55
41,0,0,7.6009026,0,3,0,0,0,0,2,0,0,10.95140286,9.721165956,3,55
48,1,1,7.8240461,0,3,0,0,0,0,4,1,0.074074075,10.56669086,10.18866649,1,55
41,1,1,7.7832241,0,4,0,0,0,0,1,0,0,10.2385302,6.956545443,3,55
39,1,1,7.418581,0,3,0,0.33333334,0,0,3,1,0.082568809,10.91210219,8.804875239,1,55
27,1,0,7.8632669,1,4,0,0,0,3.2580965,3,0,0,9.567315271,10.15716031,3,55
53,1,1,7.418581,1,3,0,0.33333334,0,4.6151204,2,0,0,9.640563131,10.20753495,1,55
49,1,1,7.1954374,1,2,0,0,0,2.0368819,2,0,0,9.34940642,9.2043223,1,55
42,1,1,7.8240461,1,3,0,0,0,1.7917595,2,0,0,10.54323396,9.51192535,1,55
44,1,1,8.5171928,1,3,0,0,0,0,2,0,0,10.74462361,9.862665558,3,55
46,1,1,8.5171928,1,2,0,0,0,3.753418,2,0,0,10.60112464,10.46310334,5,55
34,1,1,7.495542,1,5,0,0.40000001,0,4.6151204,4,0,0,10.85630306,9.903487553,5,55
29,0,1,7.0900769,1,3,0,0.33333334,0,0,2,0,0,10.10887438,10.34710441,3,55
59,1,1,7.6009026,0,4,0,0,0,0,2,0,0,10.73639668,10.1266311,5,53
53,1,1,8.5171928,1,3,0,0,6.8218341,5.484797,2,0,0,10.77595178,10.05763826,5,53
29,0,1,9.2103405,1,5,0,0.2,6.2166061,0,4,1,0.02731742,11.28174974,10.70099475,5,53
59,1,1,8.0063677,1,2,0,0,0,5.484797,1,0,0,9.875602349,10.05792391,3,53
57,0,1,7.4383836,1,2,0,0,7.4191809,6.8575139,3,0,0,11.00861192,10.72985358,5,53
32,1,1,8.0063677,1,3,0,0.33333334,0,0,3,1,0.090909094,10.30895266,8.804875239,3,53
24,1,1,7.8632669,1,5,0,0.2,0,4.4347773,4,1,0.10344828,11.0885833,9.584658751,3,53
39,0,1,8.2940493,1,3,0,0,0,0,1,0,0,10.39940256,9.498022419,5,53
35,1,1,8.5171928,1,3,0,0.33333334,0,6.0346837,2,1,0.16528925,10.20728901,10.30002405,3,53
51,0,1,7.495542,1,2,0,0,0,4.6475911,2,0,0,9.889388628,9.74800265,3,53
59,1,1,7.495542,1,2,0,0,0,2.7725887,2,0,0,9.37160852,12.61153775,3,53
52,0,1,7.3132205,1,3,0,0,0,0,1,0,0,10.87517515,9.472704636,5,53
47,1,1,8.6995144,1,2,0,0,0,0,2,0,0,10.49460201,10.59663473,5,53
53,1,1,8.4763708,1,2,0,0,0,3.9318256,2,1,0.039680917,10.09203966,10.36249343,3,53
46,1,1,8.0063677,1,4,0,0,0,4.2145939,2,0,0,10.63873591,9.621621865,3,53
48,1,1,8.0063677,1,4,0,0,0,5.9897966,2,0,0,10.16892402,9.433483923,5,53
50,1,1,8.6305218,1,2,0,0,0,3.9318256,2,1,0.035433073,10.36344085,10.45449497,3,53
52,1,1,7.6009026,1,2,0,0,0,0,2,0,0,9.673067592,9.903487553,5,53
44,0,1,7.7832241,0,4,0.25,0,0,7.196187,3,1,0.15194346,10.99809182,9.71111566,3,56
46,0,1,7.7832241,0,4,0.25,0,0,7.6014023,3,1,0.15194346,11.32539034,10.20359214,5,56
46,0,1,7.3132205,0,3,0,0,0,0,3,1,0.16666667,11.4593137,9.680344001,3,56
24,1,0,7.8240461,0,4,0.25,0,0,7.6014023,4,1,0.13194445,10.13618532,10.11536791,1,56
46,0,1,8.2940493,0,3,0,0,6.5525079,6.0346837,3,1,0.1107306,12.02730477,10.34603436,3,56
48,0,1,8.2940493,0,2,0,0,7.1316986,0,3,1,0.1107306,11.05342647,10.71441777,5,56
36,0,1,7.418581,0,3,0,0.33333334,0,0,1,0,0.16666667,10.9264779,9.756533101,1,56
40,0,1,8.0063677,0,2,0,0.5,0,0,1,0,0.090590708,10.52674861,9.61580548,5,56
38,1,1,8.4118328,1,4,0,0.5,0,2.8716795,3,1,0.042275008,11.19078996,10.22194128,5,56
33,0,1,7.8240461,0,3,0,0.33333334,0,0,3,1,0.070919789,11.18564287,10.16585182,5,56
31,1,1,7.8240461,0,3,0,0.33333334,0,0,3,1,0.080882356,10.38034266,10.56617553,1,56
31,1,1,7.418581,1,1,0,0,0,0,3,1,0.10714286,10.45103076,9.903487553,1,56
33,1,1,8.0063677,1,1,0,0,0,0,3,1,0.11764706,10.4744671,10.30895266,3,56
35,1,1,8.0063677,0,2,0,0,0,0,3,1,0.11764706,10.7431132,9.61580548,5,56
40,1,1,8.6995144,0,3,0,0.33333334,0,0,4,1,0.031441048,10.16122575,10.30895266,3,56
47,1,1,7.8632669,0,3,0,0.33333334,0,0,3,0,0,10.77645316,9.210340372,5,56
53,1,1,7.1954374,0,3,0,0,0,7.1708884,3,1,0.13043478,9.71111566,9.313378162,1,56
41,1,1,7.130899,0,3,0,0.33333334,0,0,3,1,0.13793103,11.09163581,9.104979856,1,56
43,1,1,7.6009026,0,3,0,0.33333334,0,3.8642323,3,1,0.16996047,10.88519142,9.261033486,3,56
45,1,1,7.6009026,0,3,0,0,0,0,3,1,0.2248062,11.1216295,9.680344001,5,56
53,1,1,8.0709057,0,3,0,0,0,7.6501689,4,1,0.075144507,11.53732535,10.63905542,5,56
47,0,1,6.7254338,0,3,0,0,0,0,3,1,0.1349481,10.54270639,9.665230363,1,56
49,0,1,7.0900769,0,3,0,0,0,0,3,1,0.15343915,10.64351832,9.420060876,3,56
51,0,1,7.0900769,0,3,0,0,0,0,3,1,0.2,10.32088123,8.804875239,5,56
39,0,1,7.3132205,0,5,0.40000001,0.2,0,7.7836404,2,0,0,10.29417738,9.389323028,1,56
41,0,1,7.3132205,0,5,0.40000001,0.2,0,8.4834986,2,0,0,10.95360963,9.775654181,3,56
35,1,1,8.0063677,1,3,0,0.33333334,7.1316986,0,3,1,0.079754598,10.66895539,10.1266311,5,56
55,1,1,7.8240461,1,2,0,0,6.9887204,3.6287756,3,0,0,9.625095527,9.724659885,5,57
24,0,1,7.495542,1,2,0,0,0,0,1,1,0.0625,10.9525594,10.1266311,3,57
25,1,0,8.0063677,1,2,0,0,5.8121386,3.6930375,3,1,0.056603774,9.626415659,10.85582088,5,57
37,0,0,6.7254338,1,4,0.5,0.25,0,0.98082924,2,0,0,11.03617915,8.611521799,1,57
32,0,1,8.0063677,1,4,0,0.5,0,0,3,0,0,11.43279942,10.17542127,5,57
27,0,1,7.6009026,1,4,0,0.5,0,0,2,0,0,11.04452056,9.642122788,5,57
26,0,1,7.9373746,1,2,0,0,0,0,1,0,0,9.148464968,9.903487553,3,57
23,1,0,7.9373746,1,4,0,0,0,4.3085594,1,0,0,10.24494733,9.782449224,3,57
34,1,1,7.8632669,1,4,0,0.5,0,0,4,0,0,11.26998729,10.02127059,5,57
37,0,1,7.0900769,1,5,0.2,0.40000001,3.2580965,7.6146412,2,0,0,9.884304733,9.871170951,3,58
39,0,1,7.0900769,1,5,0,0.2,3.5361166,7.1501784,2,0,0,10.57182961,9.742496866,5,58
55,1,1,8.0063677,0,4,0,0,4.4347773,6.9269042,4,1,0.14285715,11.62812739,10.39833622,3,58
57,1,1,8.0063677,0,3,0,0,4.4347773,6.9887204,4,1,0.14285715,11.03262905,10.11320806,5,58
31,1,1,7.6009026,1,5,0,0.2,0,4.2145939,2,0,0,10.63248439,9.255747678,1,58
23,0,0,7.4383836,1,1,0,0,0,0,2,0,0,9.996977896,9.92329018,5,58
60,1,1,7.0900769,1,1,0,0,0,5.2030907,1,0,0,9.941457484,9.853246336,3,58
47,1,1,7.3132205,1,3,0,0,0,6.4393506,2,0,0,10.38313206,8.9226583,3,58
38,1,1,7.8240461,1,4,0,0.5,0,3.1570003,3,0,0,10.0177087,8.943114308,1,58
40,1,1,7.495542,1,4,0,0.25,0,9.0291386,3,0,0,10.39268088,10.53276266,3,58
49,1,1,8.1315308,1,4,0,0,0,9.2145977,2,0,0,9.717157974,10.73911038,3,58
41,1,1,6.7742238,1,5,0,0.40000001,0,3.2580965,1,0,0,9.737669068,8.383890344,1,59
31,1,1,8.7795572,1,1,0,0,7.2567677,0,1,0,0,10.32908203,10.75790288,3,59
30,0,1,7.3132205,1,1,0,0,0,0,1,0,0,9.45720045,9.510444964,3,59
32,0,1,7.3132205,1,1,0,0,0,0,1,0,0,10.08163374,10.1266311,5,59
42,1,1,7.8240461,1,5,0,0.2,0,3.0445225,1,0,0,10.48737775,10.34536816,1,59
34,0,1,6.7254338,1,4,0,0.5,5.8121386,2.8716795,2,0,0,10.56411154,9.60238246,1,59
41,1,1,7.6417246,1,5,0,0.40000001,0,0,2,0,0,9.483416292,8.745125259,1,59
43,1,1,8.0063677,1,5,0,0.40000001,0,3.2580965,2,0,0,10.18414501,8.951569643,3,59
50,1,1,7.8240461,1,4,0,0,0,3.9318256,3,0,0,10.73203937,9.061840364,1,59
29,1,1,8.4118328,0,1,0,0,0,0,3,0,0,10.57490024,9.61580548,5,59
59,1,1,7.495542,1,2,0,0,4.0831714,3.8986001,2,0,0,9.651429991,9.350102314,5,59
31,1,1,7.418581,1,4,0,0.5,0,3.2580965,1,0,0,10.25202951,8.684824033,1,59
39,1,1,7.130899,1,4,0,0.25,5.7071104,3.5361166,1,0,0,10.58101335,9.862014304,1,59
24,1,1,7.130899,1,5,0,0.2,0,3.2580965,2,0,0,9.747535251,9.400960732,1,59
50,0,1,7.2442274,1,5,0,0.2,0,3.9318256,2,0,0,11.01006801,9.695232614,3,60
49,0,1,6.9077554,1,3,0,0,0,3.753418,2,0,0,10.25625487,9.270180404,5,60
42,0,1,7.495542,1,5,0,0.2,0,4.5900564,3,0,0,10.46504431,8.91918561,3,60
46,1,1,8.2940493,1,5,0.2,0.2,0,4.7578912,3,0,0,10.90301588,8.832471005,5,60
25,1,1,8.2940493,1,3,0,0.33333334,0,0,1,0,0,9.387146748,8.804875239,5,60
50,1,1,6.9077554,1,1,0,0,0,3.4067376,2,0,0,8.737131612,9.920836191,5,60
41,0,1,7.377759,1,5,0.2,0.2,4.8362818,4.7930317,2,0,0,10.56048929,9.267401003,5,60
39,1,1,8.1605186,1,5,0.2,0.40000001,4.8362818,4.1108737,3,0,0,9.996066734,9.25378293,3,60
25,1,1,8.0063677,1,4,0,0.5,5.3033047,3.2580965,4,0,0,10.38899537,9.889705515,3,60
45,1,1,7.9373746,1,3,0,0,5.1219778,3.9318256,1,0,0,10.31625924,9.560997244,3,60
37,1,1,8.7795572,1,1,0,0,0,3.2580965,2,0,0,9.930372881,10.56746336,3,60
39,1,1,8.7795572,1,1,0,0,0,3.1570003,2,0,0,10.6619542,9.903487553,5,60
46,1,1,7.6009026,1,4,0,0.25,4.7678556,3.2580965,1,0,0,10.69421506,9.251962047,5,60
26,1,0,8.2940493,1,3,0,0,0,9.0309343,2,0,0,10.5647828,10.71501022,3,60
24,1,0,7.8240461,1,4,0,0.25,0,3.6506581,2,1,0.16666667,10.08330598,8.587185563,3,60
34,0,1,6.3969297,1,5,0,0.40000001,0,4.4697323,2,0,0,10.58365081,8.80795056,5,60
42,0,1,6.0322866,1,5,0,0,0,3.3202283,1,0,0,9.887358171,9.019664011,1,60
41,0,1,7.3132205,1,4,0,0.5,0,3.7917368,1,0,0,10.0550062,9.06762407,5,60
40,0,1,6.7254338,0,3,0,0.33333334,0,0,3,0,0.0990991,10.33201793,8.900185466,1,61
49,1,1,7.8240461,0,3,0,0,0,0,2,0,0,9.876116356,10.46310334,3,61
44,1,1,8.0063677,0,3,0,0,0,0,4,1,0.1724138,9.809726173,9.721165956,5,61
42,0,1,7.495542,0,3,0,0.33333334,6.2166061,0,4,1,0.1724138,10.55477053,9.637784365,3,61
34,0,0,7.6009026,0,4,0,0.25,0,0,3,0,0,10.92251536,9.903487553,3,61
37,0,1,8.0063677,1,3,0,0.33333334,0,0,4,0,0,11.04739183,9.392661929,3,61
54,1,1,7.6962128,0,3,0,0,0,7.3138866,2,0,0,10.63585545,10.16585182,5,61
49,1,1,7.8632669,0,2,0,0,0,6.7266331,4,1,0.10344828,11.74989302,10.30895266,5,61
25,0,1,7.6009026,0,5,0,0.2,0,6.2166061,3,0,0,11.73141822,9.487972109,3,61
48,0,1,6.9077554,0,3,0,0,0,0,2,1,0.29577464,12.22450178,12.61153775,5,61
28,0,1,7.6009026,0,3,0,0.33333334,0,0,4,0,0,11.01797319,10.05763826,5,61
24,0,0,7.4383836,0,3,0,0,0,7.3138866,4,0,0,10.26674081,9.998797732,5,61
38,1,1,7.418581,0,3,0,0.33333334,0,0,3,0,0.13793103,9.665230363,9.462395293,1,61
42,1,1,7.9373746,0,3,0,0,0,0,3,0,0,10.39879336,10.05763826,5,61
38,1,1,7.3132205,0,2,0,0,0,0,3,0,0,10.24707726,9.61580548,5,61
50,0,1,6.7254338,0,2,0,0,0,0,3,0,0,10.20507253,8.699514748,1,61
41,1,1,7.6009026,0,4,0,0.5,0,6.921165,2,0,0,9.814656339,9.18886134,3,61
55,1,1,7.3132205,0,3,0,0,0,0,3,0,0,10.63993366,9.498022419,5,61
35,1,1,8.5171928,0,3,0,0.33333334,0,0,4,1,0.10619469,11.74181249,10.05763826,1,61
37,1,0,6.9077554,1,3,0.33333334,0,4.9003243,7.5466223,1,0,0,9.381600981,9.60057901,3,62
46,0,1,6.7254338,1,4,0,0.25,0,0,1,0,0,9.946068,9.159047078,1,62
48,1,1,8.3348713,1,3,0,0.33333334,5.1219778,0,3,0,0,10.67034977,9.760386747,1,62
31,1,0,7.7406645,0,3,0,0,4.4347773,5.3829646,4,0,0,10.87388761,9.879877721,5,62
46,0,1,7.0900769,0,3,0,0.33333334,0,0,2,0,0,9.503457647,6.684611728,3,62
40,0,1,7.0900769,1,4,0,0.25,0,0,1,0,0,10.71885237,9.210340372,3,62
41,1,1,6.7254338,1,4,0,0,0,3.753418,1,0,0,9.957975738,9.381666281,1,62
38,0,1,6.3687587,1,4,0,0.5,0,3.5361166,2,0,0,9.733884768,8.905851181,1,62
43,0,1,7.3132205,1,3,0,0.33333334,0,0,2,0,0,9.685331543,10.30895266,5,62
55,1,1,6.3687587,1,2,0,0,0,3.753418,1,0,0,8.7140749,9.159047078,1,62
30,1,1,8.4118328,1,2,0,0,0,0,2,0,0.084507041,10.58759399,10.59663473,3,27
29,1,1,8.1605186,1,3,0,0.33333334,0,0,4,0,0,10.55477053,9.721165956,3,34
46,1,1,6.820744,1,3,0,0,0,3.5361166,1,0,0,10.39206757,9.901819462,1,62
32,1,1,8.5171928,1,2,0,0.5,0,0,4,0,0,8.913281138,10.67475251,5,62
23,1,0,7.8240461,1,1,0,0,0,0,3,0,0,8.865029187,10.30895266,3,63
34,0,1,7.8632669,1,3,0,0.33333334,0,0,3,0,0,11.27821528,9.210340372,5,63
41,0,1,6.7254338,1,3,0,0.33333334,0,2.8716795,2,0,0,9.651172624,9.288843464,1,63
27,0,1,7.8240461,1,3,0,0.33333334,0,0,1,0,0,10.19421498,9.816476212,5,63
28,0,1,6.4264884,0,2,0,0,0,0,4,0,0,10.99675223,10.1266311,3,63
