age,male,married,ln_wage,rural_hk,familysize,old_ratio,child_ratio,ln_property,ln_transfer,edu_my,ifsocial,social_rate_h,ln_pce,ln_indinc_cr,year2,citycode2
28,1,1,8.5171928,0,2,0,0,0,0,1,0,0,11.19996661,9.852194258,3,32
52,1,1,7.9781966,0,2,0,0,0,0,2,1,0.093264244,10.39451855,10.10258428,1,32
54,1,1,8.0391569,0,2,0,0,0,0,3,1,0.088235296,9.945013299,9.903487553,3,32
56,1,1,8.0391569,0,3,0,0.33333334,0,7.6138186,3,1,0.088235296,10.30608188,9.685020549,5,32
26,0,1,8.2940493,0,3,0,0.33333334,5.1219778,0,1,1,0.12999777,11.65320901,10.61896681,5,32
47,1,1,8.3348713,0,3,0,0.33333334,0,0,2,1,0.091159977,10.21902795,9.768049543,1,32
49,1,1,8.0063677,0,3,0,0,4.8362818,0,2,1,0.11764706,10.25779971,9.259130536,3,32
51,1,1,8.0063677,0,3,0,0,0,8.7270756,2,1,0.11764706,10.9912074,10.48197186,5,32
43,1,1,7.7186856,0,3,0,0.33333334,0,0,2,1,0.058577407,10.72370782,9.696135347,1,32
29,1,1,8.6995144,0,3,0,0.33333334,0,0,2,0,0,10.58501751,9.510444964,3,32
31,1,1,8.6995144,0,3,0,0.33333334,0,0,2,0,0,11.30958454,10.05763826,5,32
40,1,0,8.0063677,0,2,0,0,0,7.2449417,1,0,0,9.985343999,9.898600631,5,32
37,0,1,7.0900769,0,5,0,0.2,0,7.8636513,4,0,0,10.64547252,9.30928032,3,32
39,0,1,7.1701198,0,5,0,0.2,0,7.7154207,4,1,0.23529412,11.11632099,9.36391946,5,32
38,1,1,8.0063677,0,4,0,0.25,0,0,2,1,0.14285715,10.38158335,9.466531777,1,32
46,0,1,7.3132205,0,3,0,0,5.6790342,6.7266331,3,0,0,10.59788395,9.159047078,3,32
32,0,1,8.2940493,0,1,0,0,0,0,3,1,0.085412391,10.52621227,10.71441777,5,32
50,1,1,7.6009026,0,2,0,0,0,0,2,1,0.16666667,9.971333099,9.392661929,3,32
52,1,1,7.6009026,0,4,0,0,0,0,2,1,0.16666667,10.32449787,8.9226583,5,32
32,1,0,8.3348713,0,3,0,0.33333334,0,0,1,1,0.058462635,10.68647544,9.815020535,1,32
39,0,1,6.7254338,0,3,0,0.33333334,0,0,2,0,0,10.39083982,9.816476212,1,32
47,1,1,7.467371,0,3,0,0,0,0,1,1,0.11077236,9.439306937,8.918203927,1,32
28,1,1,7.4383836,0,3,0,0.33333334,0,0,1,1,0.17874396,10.93310697,9.482908781,5,32
59,1,1,6.9077554,1,1,0,0,5.1219778,4.0831714,1,0,0,8.934323331,9.781319919,3,33
45,0,1,6.2146082,0,2,0,0,0,0,2,0,0,9.864746724,9.61580548,5,33
43,0,1,7.377759,0,3,0,0,0,0,2,0,0.18367347,10.36470268,9.335503486,5,33
34,0,1,6.2146082,0,2,0,0,0,0,2,0,0.081894971,11.21745313,10.27021183,1,33
29,1,0,8.5171928,1,2,0,0,6.5037889,4.4347773,2,0,0,10.03407712,10.40426284,3,33
26,0,1,8.5564137,1,3,0,0.33333334,0,0,4,1,0.1172093,11.84481579,2.079441542,3,34
29,1,0,8.2940493,1,1,0,0,0,0,4,0,0,10.03363824,10.81977828,3,27
27,0,0,8.5171928,1,3,0,0,0,0,4,1,0.13675214,10.7007695,9.83983749,5,33
38,1,1,8.2940493,0,3,0,0.33333334,0,0,2,0,0,10.98529272,10.11320806,5,33
27,1,1,8.1605186,0,2,0,0,0,0,4,1,0.071618035,11.67691332,10.46310334,3,33
50,0,1,8.2940493,0,3,0,0.33333334,0,0,1,0,0.21503426,10.52137225,10.05763826,5,33
43,0,1,7.1701198,0,2,0,0,0,6.5037889,2,0,0,10.02304679,9.472704636,5,33
48,0,1,6.6846118,0,3,0,0,0,6.3704715,3,0,0,9.83091686,9.210340372,5,33
51,1,1,8.0063677,0,3,0,0,0,7.1316986,2,0,0,10.40304998,10.2676097,5,33
59,0,1,6.2146082,0,2,0,0,0,7.9728107,3,0,0,11.89218348,10.5769421,1,32
32,1,1,7.8240461,1,3,0,0.33333334,0,0,3,0,0,10.91654195,9.903487553,1,27
37,1,1,8.5171928,1,3,0,0.33333334,6.2166061,5.1219778,3,0,0,11.42474977,10.66117329,5,27
42,0,0,8.2940493,0,1,0,0,0,0,2,0,0,10.25343995,10.81977828,3,27
26,1,1,8.8048754,0,2,0,0,7.3783836,0,4,1,0.11033983,11.43431506,10.81174611,1,27
28,1,1,8.9871969,0,4,0,0.25,0,0,4,1,0.069937401,11.00376512,10.53209621,3,27
25,0,0,8.3348713,0,3,0,0,0,7.6966672,4,1,0.10667156,10.25885164,10.4370136,1,27
39,1,0,8.0063677,0,1,0,0,0,0,4,1,0.11764706,11.75016125,10.91508846,5,27
28,1,0,8.4118328,1,2,0,0,0,0,4,0,0,11.07844341,10.02127059,3,27
46,0,1,8.2940493,0,1,0,0,0,0,2,1,0.090590708,9.952277717,11.00209984,3,27
48,0,1,8.2940493,0,3,0,0,0,10.191207,3,0,0,10.80811048,11.8493977,3,27
60,1,1,7.3672876,0,3,0,0,0,8.0712185,2,0,0,10.50561533,9.859187328,1,27
44,1,1,7.8240461,1,3,0,0.33333334,0,2.2335923,2,0,0,10.95080655,9.98506754,1,27
25,1,0,8.8536654,0,3,0,0,7.3138866,6.6214056,4,1,0.21569802,12.10768774,10.98529272,5,27
54,1,1,8.2940493,0,3,0,0,0,0,3,1,0.16613145,11.3411877,10.37349118,3,27
36,1,1,8.6995144,0,3,0,0.33333334,0,0,3,1,0.24506466,11.84538968,10.81977828,3,27
39,1,1,8.6995144,0,3,0,0.33333334,0,0,3,1,0.24506466,12.03504705,11.51292546,5,27
44,1,1,9.6158056,0,3,0,0,0,0,4,1,0.081742585,11.56741365,11.0101231,1,27
24,1,0,8.8048754,0,3,0,0,0,0,4,1,0.12655261,11.59972682,10.28146724,1,27
55,1,1,7.4024515,0,3,0,0.33333334,0,7.6014023,4,0,0,10.58557379,9.586033322,3,27
52,0,1,7.3132205,0,5,0,0.2,9.2104406,7.2730927,3,0,0,10.68647544,10.34354731,1,27
54,0,1,7.495542,0,2,0,0,5.8121386,11.384346,3,0,0,11.97300501,12.61153775,3,27
33,1,1,8.2940493,0,3,0,0,0,0,4,0,0,12.1714812,10.37349118,5,27
44,0,1,8.2940493,0,3,0,0,7.6014023,12.274514,4,1,0.1107306,12.67851081,12.61153775,3,27
57,1,1,9.2103405,0,3,0,0.33333334,9.4335642,7.8244457,4,1,0.11353269,11.62536089,11.80060751,5,27
30,1,1,8.1605186,0,5,0,0.2,8.3351116,7.6422043,3,1,0.078947365,11.15625052,10.57131693,3,27
32,1,1,8.1605186,0,5,0,0,0,0,3,1,0.078947365,11.36093911,10.30895266,5,27
57,0,1,7.3132205,0,2,0,0,0,7.5501351,3,0,0,10.30427507,10.83958091,1,27
29,1,0,8.2940493,0,2,0,0,0,7.6014023,4,1,0.1107306,11.22923541,10.6454249,3,27
37,1,1,8.5171928,0,4,0,0,0,6.7266331,3,1,0.16528925,10.98867682,10.22194128,5,27
58,0,1,8.0063677,0,3,0,0,0,7.4960976,3,0,0,10.76827444,11.9183017,1,27
60,0,1,8.0063677,0,3,0,0,0,8.3351116,3,0,0,10.63585545,11.29808068,3,27
49,0,1,7.8885846,0,3,0,0,0,0,1,1,0.18367347,10.80551708,10.59128716,1,27
50,0,1,7.9781966,0,3,0,0,0,0,3,1,0.084728032,10.63132597,10.19366653,1,27
52,0,1,7.9010072,0,3,0,0,0,0,3,1,0.15625,10.76953707,10.1911696,3,27
54,0,1,7.9010072,0,3,0,0,0,0,3,1,0.15625,11.36419341,10.30895266,5,27
29,1,1,9.0938063,0,5,0,0.2,0,8.0067005,4,0,0,11.38849539,10.82377031,5,27
49,0,1,8.3348713,0,3,0,0,8.2943001,0,3,1,0.1432288,10.90870449,10.42426355,1,27
26,1,0,8.8536654,0,3,0,0,0,8.6715155,3,0,0,11.5065049,11.54571535,3,27
55,0,1,7.130899,0,3,0,0,6.5525079,8.4926958,3,0,0,10.91929777,10.31885896,1,27
37,1,1,8.6995144,0,4,0,0.5,0,0,4,1,0.060965281,10.60410675,10.30895266,3,27
34,0,0,8.8654995,0,3,0,0,0,0,4,1,0.097981401,10.87123157,10.78973136,1,27
29,0,0,7.8240461,0,3,0,0,0,7.6014023,4,1,0.2857143,11.45899712,9.886748229,1,27
39,1,1,8.4118328,0,3,0,0,0,8.2943001,3,1,0.099385247,11.03401832,10.87173805,5,27
40,1,1,8.5171928,0,2,0,0,0,0,2,1,0.32214764,11.80050753,11.51292546,5,27
26,0,0,8.6995144,0,1,0,0,0,0,3,1,0.046431642,9.319194777,9.903487553,3,27
38,0,1,8.1117277,0,3,0,0.33333334,7.8244457,0,4,1,0.10714286,11.36326469,10.09134932,1,27
40,0,1,8.8536654,0,3,0,0.33333334,8.1120281,0,4,1,0.087804876,12.06046867,11.28978191,3,27
60,1,1,7.6962128,0,3,0,0,0,8.4379339,1,0,0,10.69126286,11.14890935,1,27
23,1,0,8.9871969,0,2,0,0,0,0,3,1,0.0452937,10.1246291,11.91839057,3,27
57,1,1,7.3132205,0,2,0,0,0,7.6966672,2,0,0,9.979522239,10.08599659,1,27
50,1,1,8.3348713,0,3,0,0,0,0,4,1,0.25056893,10.45794721,10.26488464,1,27
52,1,1,8.0063677,0,3,0,0,0,6.3985949,4,1,0.33333334,10.78020551,10.01681624,3,27
40,1,1,10.308952,0,3,0,0.33333334,0,3.753418,4,1,0.025978526,12.74624346,11.89933231,5,27
46,1,1,8.2940493,0,3,0,0,0,0,1,0,0,10.96370545,10.24007885,5,27
45,0,1,7.8240461,0,2,0,0,0,0,3,1,0.10714286,10.0866421,10.43998092,1,27
40,1,1,9.028019,1,3,0,0.33333334,6.3117347,0,1,0,0.077490777,11.21505837,10.81951161,1,27
48,1,1,8.1016779,0,3,0.66666669,0,0,12.064419,3,1,0.10326087,11.99837174,12.61153775,5,27
37,1,1,7.3132205,1,3,0,0.33333334,0,0,2,0,0,10.43234954,10.06333623,1,27
28,0,1,7.6009026,0,4,0,0,0,11.775297,4,1,0.2,11.39256411,12.61153775,3,27
47,0,1,7.418581,0,3,0,0,0,0,3,0,0.096861593,10.52110267,10.29327487,1,27
23,1,0,8.6995144,0,4,0.25,0,7.4191809,8.6126852,4,1,0.075062551,12.51068558,11.17745273,5,27
37,1,1,7.7186856,1,4,0,0.5,0,0,2,0,0,10.34045133,9.128045129,1,27
39,1,1,8.0063677,1,4,0,0.5,0,0,2,0,0,10.32219789,9.210340372,3,27
40,1,1,6.9077554,0,1,0,0,0,7.7836404,3,0,0,9.137769679,9.574983486,1,27
44,0,1,8.2940493,1,3,0,0.33333334,0,0,2,0,0,11.43366578,10.37349118,5,27
59,1,1,8.2940493,0,2,0,0,0,7.9377317,2,1,0.16613145,10.99641706,10.80567936,3,27
38,0,1,8.3428402,0,4,0,0.25,0,8.1889668,4,1,0.12443875,11.94444811,11.20231589,5,27
53,1,1,8.0063677,0,2,0.5,0,0,5.0172796,3,1,0.2857143,11.36655775,10.81577026,5,27
27,1,1,8.2940493,0,2,0,0,0,0,4,1,0.12046969,11.28828079,11.60823564,5,27
45,0,1,8.5171928,0,2,0,0,0,0,3,1,0.14406779,11.06256759,10.48547968,1,27
47,0,1,8.1605186,0,3,0,0,8.3351116,0,3,1,0.1025641,11.45762415,11.10746032,3,27
49,0,1,8.1605186,0,3,0,0,0,0,3,1,0.1025641,11.1732481,10.41431314,5,27
55,0,1,8.0709057,0,2,0,0,0,7.3138866,2,0,0,10.92161259,10.6454249,3,27
30,1,0,7.2442274,0,2,0,0,0,7.2449417,3,0,0,10.40813413,10.54365581,1,27
35,1,0,8.0551577,0,2,0,0,0,7.4191809,3,1,0.13437757,10.82576036,10.92233487,5,27
58,1,1,7.9193563,0,3,0,0,0,8.4448376,4,0,0,10.53422727,10.69919132,1,27
57,1,1,7.495542,0,4,0.25,0,6.9087548,8.6996813,2,0,0,11.67725276,11.07828898,5,27
44,0,1,7.6962128,0,2,0,0,6.7266331,6.4393506,2,1,0.10931174,10.36407196,9.61580548,5,27
58,1,1,7.5065918,0,3,0,0,0,8.1120281,3,0,0,11.16478542,10.57982758,5,27
53,0,1,7.6009026,0,3,0,0,0,11.452832,3,0,0,11.16379343,12.61153775,3,27
51,0,1,7.6009026,1,3,0,0,0,8.1120281,1,0,0,10.17884398,12.61153775,3,27
46,1,1,7.5175209,0,4,0.25,0.25,0,7.9728107,4,1,0.21367522,11.11988288,10.07323033,3,27
45,0,1,7.8240461,0,3,0,0,0,0,3,1,0.13793103,11.21962765,10.05763826,5,27
50,0,1,7.6009026,0,4,0,0,6.5037889,0,4,1,0.42857143,11.79690068,10.58405595,5,27
51,1,1,8.2940493,0,3,0,0,6.5037889,0,3,0,0.42857143,11.65251348,10.49127422,3,27
38,1,1,8.7795572,0,1,0,0,0,0,3,1,0.18255578,10.91290426,11.15625052,3,27
59,1,1,8.0063677,0,1,0,0,0,8.0712185,2,0,0,9.96908801,11.30958454,1,27
52,0,1,7.8240461,0,3,0,0,0,7.7836404,3,0,0,11.0980159,10.42228135,3,27
55,1,1,8.922658,0,3,0,0,0,7.8889594,4,1,0.16081001,11.35968104,10.97962701,3,27
58,1,1,8.922658,0,2,0,0,0,8.1608038,4,1,0.16081001,11.76399542,10.89673933,5,27
59,1,1,9.028019,0,2,0,0,0,7.6501689,1,1,0.07000272,11.01554242,11.05291969,1,27
33,0,1,8.1117277,0,5,0,0,0,8.2943001,4,1,0.082568809,11.10495723,10.28738848,1,27
33,1,1,9.8164759,0,5,0,0.2,0,8.6307001,4,1,0.043596201,12.6204116,11.2603531,1,27
29,0,1,8.7795572,0,5,0,0.2,6.9087548,8.2430191,4,1,0.09169279,12.04013612,11.01244613,1,27
34,1,1,8.8048754,0,5,0,0.2,8.6996813,8.4696121,3,1,0.028161669,12.27414242,10.80202156,1,27
53,1,1,7.418581,0,3,0,0,0,0,2,1,0.21259844,10.49543223,9.611351107,1,27
24,1,0,6.7254338,0,1,0,0,0,0,4,1,0.32432434,11.09254974,9.210340372,1,27
29,1,1,8.8048754,0,4,0,0,0,8.5756512,4,1,0.12655261,11.66787582,11.70078151,1,27
28,0,1,8.0063677,0,2,0,0,0,0,4,1,0.10447761,10.57029076,10.49127422,3,27
30,0,1,7.9373746,0,2,0,0,0,0,4,1,0.1641791,12.11456025,10.53209621,5,27
57,1,1,8.0063677,0,3,0,0,0,7.7410989,2,1,0.14285715,10.79957558,10.43705266,1,27
47,0,1,7.8240461,0,5,0,0,0,7.7235622,2,0,0,12.36023475,11.06112631,1,27
51,0,1,7.3132205,0,5,0.40000001,0,0,8.2517509,2,0,0.12908778,12.29728353,11.06663836,5,27
40,1,1,7.6009026,0,5,0,0.2,6.7266331,8.0067005,2,1,0.17695473,10.15812977,10.11859893,3,27
42,1,1,7.6009026,0,5,0.2,0,7.3138866,8.2689886,2,1,0.17695473,10.88846444,10.25976242,5,27
37,0,1,8.9871969,0,5,0.40000001,0.2,0,7.8244457,3,1,0.07463301,11.55195385,10.49127422,5,27
28,1,1,8.0063677,0,5,0,0.2,7.6422043,0,4,1,0.13043478,10.81617179,10.71441777,3,27
31,1,1,8.0063677,0,5,0,0.2,8.0067005,7.3783836,4,1,0.13043478,11.22950098,10.75875358,5,27
46,0,1,7.6916566,0,2,0,0,0,0,2,1,0.14586583,10.81384069,10.7285398,5,27
50,1,1,7.6916566,0,2,0,0,0,0,1,0,0,10.34560598,10.17656347,5,27
48,0,1,7.130899,0,3,0,0,0,0,2,0,0,10.55268285,9.725158057,1,27
24,1,0,8.5171928,0,3,0,0,6.9087548,0,4,1,0.17886178,11.25803322,10.69194491,5,27
27,0,0,8.1117277,0,3,0,0,0,0,4,1,0.13043478,11.10254831,9.688642783,1,27
29,0,0,8.2940493,0,3,0,0,0,8.6126852,4,1,0.14844775,11.16767078,10.72179785,3,27
31,0,0,8.9489756,0,3,0,0,0,8.9227915,4,1,0.11530542,12.06589061,11.72264605,5,27
23,1,0,8.2940493,0,5,0.40000001,0,9.392745,9.6593542,4,1,0.16768703,11.75811227,11.97287876,5,27
33,0,1,8.5171928,0,5,0,0.2,0,8.8538084,4,1,0.07678245,11.66392834,10.61643736,5,27
59,1,1,9.9034872,0,1,0,0,0,0,4,1,0.058456741,11.83696357,12.34583459,3,27
27,1,1,8.7795572,0,3,0,0.33333334,0,0,4,1,0.069284067,11.69923904,10.88431678,3,27
40,1,1,8.0063677,0,2,0,0,0,0,3,1,0.19354838,11.62946328,10.50962339,5,27
60,1,1,8.8048754,0,3,0,0,0,7.2449417,3,1,0.061209071,11.68097905,10.94022444,1,27
40,1,1,8.8048754,0,4,0,0.5,0,0,3,1,0.14811429,10.80811048,10.19204424,1,27
37,0,0,8.1605186,0,1,0,0,0,0,1,1,0.125,10.15034763,10.69194491,3,27
40,1,1,8.0063677,0,5,0,0.2,0,8.6996813,3,1,0.090909094,12.26647136,10.18111929,3,27
40,1,1,8.2514896,0,3,0,0.33333334,0,0,3,1,0.094258644,10.98053566,9.637784365,1,27
50,1,1,9.2103405,0,5,0,0,0,0,4,1,0.060182698,12.06266406,10.24514276,1,27
52,1,1,9.2103405,0,5,0.40000001,0,0,8.5974207,4,0,0.192,12.09937791,10.87804719,3,27
55,1,1,9.2103405,0,5,0.40000001,0,0,9.3057413,4,0,0,12.46712836,11.1844214,5,27
59,0,1,7.7832241,0,5,0,0.2,9.2104406,8.3351116,2,0,0,12.18382704,11.37939407,5,27
31,0,1,7.6417246,0,5,0,0.2,0,6.9087548,4,1,0.19950742,11.1889113,9.895455381,1,27
29,1,1,8.4118328,1,2,0,0,8.6715155,0,2,0,0,10.22077697,11.28978191,3,27
45,1,1,8.1886892,1,3,0,0.33333334,0,0,1,1,0.30750942,11.10645986,10.41431314,5,27
31,0,1,7.8240461,0,5,0,0.2,8.6996813,7.6501689,2,1,0.16666667,10.76212798,10.37847872,1,27
60,1,1,8.8048754,0,2,0,0,7.3138866,8.23244,2,1,0.10387113,10.35837754,11.42387565,1,27
55,1,1,7.418581,1,5,0,0,7.8889594,7.5501351,2,0,0,10.61996056,10.12502982,1,27
59,1,1,8.5171928,0,3,0,0.33333334,0,7.6014023,2,0,0,11.54519903,10.77895629,3,27
32,0,1,8.2160883,1,4,0,0.25,0,0,1,1,0.067702964,10.90632289,9.952277717,3,27
43,1,1,8.1605186,0,4,0,0.25,0,0,2,1,0.093444906,11.11489267,9.76995616,5,27
57,1,1,7.4383836,0,2,0,0,7.9377317,7.3783836,1,0,0,10.66429338,10.50780352,1,27
59,1,1,7.6009026,0,5,0.2,0,7.8244457,7.6014023,1,0,0,11.61908566,10.03451581,3,27
48,1,1,7.6009026,0,3,0,0,8.2943001,0,2,1,0.090909094,11.13692207,10.23881628,1,27
58,0,1,7.3132205,0,1,0,0,8.0067005,7.4389715,3,0,0,10.6873891,11.21721122,3,27
44,0,1,8.5171928,0,3,0,0,0,0,2,1,0.073394492,11.61195599,11.05616704,3,27
34,0,1,7.9373746,0,5,0,0.2,0,8.1608038,4,1,0.11797753,11.55751635,10.4487146,5,27
55,1,1,8.6125031,0,4,0,0,7.4191809,7.8636513,3,1,0.089350179,11.91170158,11.51292546,5,27
38,0,1,7.6009026,0,4,0,0,0,0,4,1,0.14893617,11.33881014,9.798127037,3,27
50,1,1,8.2940493,0,5,0,0.2,7.4191809,0,2,1,0.1107306,11.69282743,8.699514748,3,27
25,1,1,8.922658,0,5,0,0.2,0,4.6151204,3,1,0.071193151,11.51152448,10.04672172,1,27
23,1,0,8.5171928,0,3,0,0,0,0,4,1,0.098214284,11.33857208,11.51292546,3,27
32,1,1,7.9781966,0,5,0,0.2,7.6014023,7.5735312,4,1,0.086605258,11.20067744,10.30266628,1,27
36,1,1,8.5564137,0,5,0,0.2,0,8.2517509,4,1,0.086438321,11.84093341,10.41030515,5,27
57,0,1,7.6009026,1,5,0,0.2,0,8.0067005,3,1,0.13043478,11.45260205,10.16277015,3,27
30,1,1,7.8240461,0,5,0,0.2,8.2943001,0,3,1,0.18831168,11.2935249,10.39605959,1,27
54,1,1,9.028019,0,4,0,0,7.8244457,0,4,1,0.04325299,11.28451808,10.38899537,1,27
58,0,1,9.2103405,0,2,0,0,0,8.8538084,4,0,0,10.99036458,11.1844214,3,27
54,1,1,7.5138912,0,2,0,0,0,7.7057128,2,1,0.11999999,10.69806253,10.33397042,1,27
52,1,1,8.1117277,0,3,0,0,0,0,3,1,0.082568809,10.57948857,10.07463584,1,27
59,1,1,7.5175209,0,3,0,0,0,8.1981812,3,0,0,11.05611443,9.993937486,3,27
51,0,1,7.7832241,0,3,0,0,0,7.8636513,3,0,0,11.58849665,10.55581274,3,27
53,0,1,7.7832241,0,4,0,0,0,8.7324657,3,0,0,10.98732456,10.54599912,5,27
50,1,1,8.6995144,0,3,0,0,0,2.6026897,3,1,0.11109766,11.40065222,10.43370395,1,27
58,1,1,7.5065918,0,3,0,0,0,7.9728107,1,0,0,11.2685072,10.38178996,3,27
26,1,0,8.5171928,0,3,0,0,0,7.7410989,4,1,0.14042553,10.65249508,10.70936797,1,27
48,0,1,7.6009026,0,3,0,0,0,0,1,0,0,11.02124866,9.903487553,3,27
24,1,0,9.2103405,0,2,0,0,0,8.2732515,3,1,0.068193927,12.96336765,11.63955812,5,27
32,0,1,8.2940493,1,5,0,0.2,0,7.1316986,4,1,0.069517441,11.73170752,10.27505111,3,27
52,0,1,8.0063677,0,5,0.2,0.2,6.3704715,7.9377317,2,0,0,12.29910751,10.31294468,3,27
30,1,0,8.0709057,0,3,0.66666669,0,0,0,4,1,0.14666666,10.85437293,9.61580548,5,27
58,1,1,7.8240461,0,2,0,0,0,7.1708884,3,0,0,10.24281286,10.77478092,1,27
59,0,1,8.0063677,0,2,0,0,0,0,4,0,0,10.72678542,10.1266311,3,27
55,1,1,7.6009026,0,2,0,0,0,0,3,0,0,10.77853954,11.00209984,3,27
24,0,0,8.3348713,0,2,0,0,0,0,4,1,0.16040792,10.10887438,9.975593819,1,27
41,1,1,8.3348713,1,2,0,0,7.09091,0,2,0,0,10.66569427,10.95430918,1,27
47,1,1,8.2940493,0,3,0,0,6.2493315,6.8748875,3,0,0,10.6281334,9.626855338,3,27
49,1,1,8.2940493,0,3,0,0,4.4347773,0,3,0,0,10.95395947,10.25179427,5,27
58,1,1,7.8240461,0,5,0,0.2,0,7.6014023,2,0,0,12.08908929,10.02481984,3,27
30,1,0,8.1117277,0,3,0,0,0,0,4,1,0.10714286,10.14956608,9.954180667,1,27
43,0,1,8.0709057,0,3,0,0,0,0,2,0,0.005521907,11.27988308,10.8893292,3,27
45,0,1,8.0709057,0,3,0,0,0,7.4191809,2,0,0.005521907,11.22417616,10.88431678,5,27
38,1,1,8.5171928,0,3,0,0.33333334,0,0,4,1,0.18744972,12.53573604,10.41431314,5,27
50,1,1,8.2940493,0,3,0,0,0,6.5037889,2,0,0,12.5794277,10.57982758,3,27
29,1,0,7.495542,0,3,0,0,0,8.149313,1,0,0,11.36054322,9.960497839,3,27
32,1,1,8.2427559,0,3,0,0.33333334,0,0,3,1,0.18313296,11.43431506,10.46310334,3,27
41,1,1,8.2940493,0,3,0,0,0,0,2,0,0.12005028,11.29128079,10.37349118,5,27
27,0,1,7.972466,1,3,0,0.33333334,0,0,3,1,0.088050313,11.47667633,11.00209984,3,27
40,1,1,8.2940493,1,4,0,0.25,0,7.2449417,3,1,0.15826553,11.48883767,10.30895266,5,27
27,0,1,7.6009026,1,5,0,0.2,0,4.3944492,2,0,0,11.24491529,10.02535114,5,27
37,0,1,8.1605186,1,4,0,0.5,0,0,2,1,0.098249167,11.27644335,10.1266311,5,27
41,1,1,7.418581,1,5,0,0.2,0,4.6151204,1,0,0,10.69738464,9.922063938,1,27
43,1,1,8.2940493,1,5,0.2,0.2,4.4347773,4.040123,1,1,0.05417547,11.14513179,9.701004104,3,27
47,1,1,8.2427559,1,3,0,0,0,8.5819197,1,0,0,10.76747395,10.86920314,3,27
43,1,1,8.3348713,1,3,0,0,0,0,2,1,0.045586277,10.93524753,10.30895266,1,27
50,0,1,7.418581,1,2,0,0,0,0,2,0,0,10.27642947,10.07617956,1,27
35,1,1,8.2940493,1,4,0,0.5,0,0,2,1,0.058610272,10.12783038,9.903487553,3,27
57,0,1,7.0619059,0,3,0,0,0,8.5173931,2,0,0,10.88106151,9.782449224,1,27
48,0,1,9.2103405,0,3,0,0,7.2449417,2.6026897,4,1,0.025496446,11.65719895,10.72875889,1,27
52,0,1,8.9113951,0,3,0,0,7.6422043,0,4,1,0.070093647,11.91089589,11.29393996,5,27
47,0,1,8.1605186,0,3,0,0,0,0,4,1,0.081110314,11.85168081,10.41431314,3,27
23,1,0,8.5171928,0,3,0,0,0,0,4,1,0.13675214,11.9558148,11.58679525,5,27
49,1,1,7.6009026,0,3,0,0,0,0,3,1,0.16666667,10.07491667,8.998136761,1,27
38,1,1,8.2160883,0,5,0,0.2,0,8.2943001,3,0,0,11.34687088,10.26813067,3,27
53,0,1,7.418581,0,5,0,0.2,0,7.4389715,2,0,0,10.37910042,9.266720705,1,27
55,0,1,7.6496925,0,5,0,0.2,0,7.6014023,2,0,0,10.68235361,9.60238246,3,27
35,1,1,11.289782,0,3,0,0.33333334,0,0,4,1,0.015841736,12.06508495,10.30895266,5,27
29,0,1,8.2940493,0,5,0,0.2,0,0,4,1,0.090590708,11.30982961,9.903487553,3,27
31,0,1,8.2940493,0,3,0,0.33333334,0,0,4,1,0.090590708,10.81857756,10.75078544,5,27
54,0,1,7.3132205,0,2,0,0,0,7.6014023,2,0,0,10.60964967,10.44114983,5,27
50,1,1,8.1117277,0,5,0.40000001,0,6.9087548,8.0684032,3,1,0.1935484,12.59133505,9.801366229,1,27
56,1,1,8.2940493,0,5,0,0.2,5.5254531,7.3138866,2,0,0,12.02754389,10.63103616,3,27
60,1,1,7.495542,0,5,0,0.2,5.8121386,7.09091,1,1,0.18181819,12.19894732,10.16892402,3,27
45,0,1,7.5065918,0,4,0.25,0,0,4.6151204,1,0,0,10.10903724,9.179881164,3,27
49,1,1,8.4118328,1,2,0,0,5.7071104,4.7391181,1,0,0,10.29350056,10.63151913,3,27
51,0,1,7.5065918,0,3,0,0,6.0544395,0,1,0,0,11.62910722,10.46405523,5,27
41,1,1,8.2940493,1,3,0,0,4.0546794,6.2166061,1,1,0.070594274,11.6500753,10.52924768,3,27
44,0,1,8.2940493,0,4,0,0,4.0546794,7.3138866,2,1,0.070594274,10.96888771,10.2098687,5,27
54,1,1,8.0391569,1,2,0,0,0,2.6625879,4,1,0.11428571,10.31493473,9.991269466,3,27
56,1,1,8.0391569,1,2,0,0,0,7.3138866,4,1,0.11428571,10.33721613,10.71441777,5,27
39,1,1,8.1605186,0,3,0,0,0,0,4,1,0.1025641,11.31080928,10.81977828,5,27
33,1,0,8.0063677,0,5,0.2,0,0,7.6814065,2,1,0.14772727,12.11362836,10.23995979,3,27
28,1,1,8.5171928,1,3,0,0.33333334,0,0,2,0,0,11.70717559,10.94494145,5,27
50,1,1,8.0063677,0,4,0,0,0,7.167809,1,0,0,10.52621227,9.444463427,3,27
52,1,1,8.0063677,0,4,0,0,0,7.3138866,1,0,0,10.91286782,10.20359214,5,27
49,1,1,8.5171928,0,3,0,0,7.1316986,0,2,1,0.15126051,11.29712985,10.62457407,5,27
38,0,1,7.418581,0,4,0,0.25,0,0,2,0,0.21875,10.82734955,9.433483923,1,27
40,0,1,7.377759,0,4,0,0,0,6.8575139,2,0,0.021279829,10.66476056,9.735068901,3,27
42,0,1,7.6916566,0,4,0,0,0,0,2,1,0.047446903,11.21155007,9.76995616,5,27
41,1,1,8.5171928,0,1,0,0,0,0,1,1,0.16528925,10.79507567,11.00209984,3,27
